V8,V9,demAgeFull,demGender,demEduFull,demHisp,demRace,demPidNoLn,demPidLean,demPidClos,demCitizen,demRVoter,demRVoter2,demState,demZIP,nr1,nr1a,nr2,nr3,v16g5,v16g5a,demLL1,demCell,demCellP,demOwnHeal,demInsured,demInsType,demFluShot,demBinge,demSmoke,timQ45_4,demUnion,demUnionPP,demMarital,demInc,demInc2,invest,timQ51_1,timQ51_2,timQ51_3,timQ51_4,demOwn,demMove,demHHsize,timQ55_1,timQ55_2,timQ55_3,timQ55_4,demRelig,demEvang,demAttend,demReligImp,timQ62_1,timQ62_2,timQ62_3,timQ62_4,timQ64_1,timQ64_2,timQ64_3,timQ64_4,demMilHH1,demMilHH2,demUsr,demEmploy,Q156,demSmallb,industry,demCollar,timQ438_1,timQ438_2,timQ438_3,timQ438_4,demPolIdeo,Q450,demTea,Q689,Q95,timQ694_1,BF2,BF2_TEXT,BF3_4,BF3_5,BF3_6,BF3_7,BF3_7_TEXT,BF4,BF4_TEXT,wts,BF1_4NET,BF1_5NET,BF1_6NET,BF1_7NET,BF1_8NET,BF1_9NET,BF1_10NET,BF1_11NET,BF1_12NET,BF1_13NET,BF1_14NET,BF1_15NET,BF1_15_TEXTNET,BF3_4NET,BF3_5NET,BF3_6NET,BF3_7NET,BF3_7_TEXTNET,wts.1,v16g18,v16g18_ln
9/27/16 14:50,9/27/16 15:20,53,1,7,2,4,1,1,NA,1,1,1,15,2087,2,1,4,1,2,1,1,1,2,2,1,5,1,2,2,6,2,NA,2,3,NA,1,2.969,25.848,26.932,4,1,5,6,3.448,11.743,14.159,3,1,2,4,2,10.081,31.255,32.281,4,NA,NA,NA,NA,2,NA,2,6,NA,NA,NA,2,2.782,2.782,3.84,1,7,2,1,NA,NA,9.892,4,,NA,NA,NA,NA,,NA,,1.470767035,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1.470767035,2,NA
9/27/16 14:59,9/27/16 15:20,25,2,9,2,4,1,1,NA,1,1,1,10,1512,2,2,4,2,2,1,1,1,2,3,1,1,2,2,2,6,2,NA,2,6,1,1,2.648,13.814,16.545,5,1,4,6,2.522,8.877,11.064,3,2,2,4,2,3.474,16.557,17.915,5,NA,NA,NA,NA,2,NA,2,2,2,1,NA,1,2.471,2.471,3.689,1,6,3,1,NA,NA,7.424,6,,NA,NA,NA,NA,,NA,,0.499807826,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,0.499807826,2,NA
9/27/16 14:38,9/27/16 15:20,51,1,9,2,4,1,2,NA,1,1,1,25,1784,2,1,4,3,2,2,1,1,1,2,1,5,1,2,1,6,2,NA,2,5,NA,2,3.248,26.089,27.852,4,1,5,6,4.197,10.755,16.198,3,1,1,1,1,6.98,28.93,30.742,4,NA,NA,NA,NA,2,NA,3,1,1,2,8,1,8.74,8.74,10.327,1,5,3,2,NA,NA,8.802,8,,NA,NA,NA,NA,,NA,,0.845198212,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,0.845198212,2,NA
9/27/16 14:44,9/27/16 15:20,19,1,5,2,3,4,NA,3,1,1,1,43,1747,2,2,5,8,1,1,2,1,1,2,1,6,2,2,2,6,2,NA,2,4,NA,2,3.762,24.339,25.8,4,3,4,17,11.254,25.774,28.703,3,11,1,3,1,25.077,51.118,53.62,4,NA,NA,NA,NA,2,NA,1,8,NA,NA,NA,1,12.331,12.331,13.818,1,6,2,2,NA,NA,2.936,4,,NA,NA,NA,NA,,NA,,0.525272411,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.525272411,1,NA
9/27/16 15:03,9/27/16 15:20,26,2,7,2,3,2,1,NA,1,1,1,10,1389,2,2,1,5,1,1,2,1,1,3,1,6,2,2,2,6,2,NA,1,1,NA,3,2.284,12,13.095,4,2,3,6,8.785,15.132,16.505,3,11,1,1,4,7.928,43.178,43.995,5,NA,NA,NA,NA,2,NA,1,7,NA,NA,NA,3,7.074,7.074,8.02,1,4,5,2,NA,NA,3.04,4,,NA,NA,NA,NA,,NA,,0.867176105,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.867176105,1,NA
9/27/16 14:47,9/27/16 15:20,28,1,9,1,4,4,NA,3,1,1,1,33,354,1,1,1,2,1,3,1,2,NA,3,1,4,2,36,1,8,2,NA,2,6,1,4,9.961,39.314,40.662,6,1,7,13,7.195,20.427,23.602,3,5,2,3,2,24.011,56.252,57.528,3,NA,NA,NA,NA,2,NA,3,1,1,1,8,3,12.376,13.444,15.016,2,2,4,2,NA,NA,13.352,NA,,1,NA,NA,NA,,1,,0.610717379,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,0.610717379,1,NA
9/27/16 14:58,9/27/16 15:20,31,2,5,2,4,1,1,NA,1,1,1,48,4110,2,2,4,2,2,1,2,2,NA,4,1,6,2,2,1,7,2,NA,4,3,NA,3,1.767,14.539,16.427,6,2,2,9,1.996,9.205,12.736,3,12,2,6,4,5.938,16.009,17.379,3,NA,NA,NA,NA,2,NA,1,8,NA,NA,NA,2,5.207,5.207,6.678,1,6,1,1,NA,NA,5.578,12,Czechoslovakia ,NA,NA,NA,NA,,NA,,0.859000303,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,0.859000303,2,NA
9/27/16 14:57,9/27/16 15:20,37,2,6,2,4,2,2,NA,1,1,2,40,1039,1,2,1,1,1,1,1,1,1,2,2,NA,2,2,1,6,2,NA,1,4,NA,3,2.314,11.754,12.502,5,2,3,15,3.2,8.756,11.768,3,11,2,6,3,2.873,14.538,15.737,4,NA,NA,NA,NA,2,NA,1,1,1,2,4,2,4.5,4.5,5.734,1,2,1,2,NA,NA,4.46,2,,NA,NA,NA,NA,,NA,,0.806326453,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.806326453,1,NA
9/27/16 15:00,9/27/16 15:21,28,2,5,2,4,1,2,NA,1,1,1,50,2397,2,1,4,8,3,NA,1,1,2,3,1,1,1,2,2,7,2,NA,2,4,NA,3,2.012,11.083,12.384,4,1,3,13,2.314,11.247,12.399,5,1,1,3,2,2.723,12.922,13.905,4,NA,NA,NA,NA,2,NA,3,4,NA,NA,NA,1,4.021,4.021,4.922,1,7,3,1,NA,NA,3.027,1,,NA,NA,NA,NA,,NA,,0.538151202,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,0.538151202,2,NA
9/27/16 15:02,9/27/16 15:21,20,1,7,2,4,3,NA,1,1,1,1,50,2382,1,2,1,6,1,1,2,1,1,2,1,1,1,76,1,6,2,NA,2,5,NA,2,1.979,12.468,13.62,4,1,3,NA,1.793,5.281,6.48,2,9,2,6,4,0.216,11.113,12.308,4,NA,NA,NA,NA,2,NA,2,1,1,2,8,1,2.415,2.415,2.962,1,3,1,2,NA,NA,2.454,3,,NA,NA,NA,NA,,NA,,0.851431498,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,0.851431498,1,NA
9/27/16 14:59,9/27/16 15:21,27,2,9,2,3,2,1,NA,1,1,1,14,2634,1,2,2,1,1,1,1,1,2,3,2,NA,2,50,2,5,2,NA,1,5,NA,3,4.509,18.199,19.099,4,1,4,9,24.128,34.197,38.39,3,12,2,6,3,5.362,26.519,28.66,3,NA,NA,NA,NA,2,NA,1,7,NA,NA,NA,1,5.71,5.71,7.556,1,2,3,2,NA,NA,5.11,12,African,NA,NA,NA,NA,,NA,,0.869952172,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,0.869952172,1,NA
9/27/16 14:57,9/27/16 15:21,20,2,9,2,3,2,2,NA,1,1,1,5,3680,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,7,2,NA,6,4,NA,2,4.945,23.757,24.834,4,1,4,NA,2.423,6.536,7.866,2,11,2,4,2,8.66,23.232,24.326,5,NA,NA,NA,NA,2,NA,1,2,1,1,NA,2,6.852,6.852,7.501,1,5,4,2,NA,NA,7.803,7,,NA,NA,NA,NA,,NA,,0.767952234,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,0.767952234,1,NA
9/27/16 14:51,9/27/16 15:21,28,2,5,2,4,1,1,NA,1,1,1,50,2409,2,1,4,2,2,1,2,1,1,5,1,6,2,2,2,6,2,NA,2,2,NA,3,1.55,9.917,10.537,4,2,3,13,1.577,6.78,9.081,3,1,1,2,2,1.317,8.779,10.06,4,NA,NA,NA,NA,2,NA,1,1,2,2,8,2,1.904,1.904,2.637,1,7,3,1,NA,NA,3.331,6,,NA,NA,NA,NA,,NA,,0.538151202,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,0.538151202,2,NA
9/27/16 14:59,9/27/16 15:21,30,2,5,2,4,3,NA,3,1,1,1,36,1923,2,2,4,1,2,2,1,1,1,2,1,6,2,2,1,6,2,NA,2,3,NA,3,2.252,9.676,10.636,4,2,4,15,2.79,8.786,10.596,3,2,2,5,3,3.131,13.204,14.099,4,NA,NA,NA,NA,2,NA,2,3,1,3,8,2,4.489,4.489,5.436,1,5,4,2,NA,NA,8.095,6,,NA,NA,NA,NA,,NA,,0.973093308,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,0.973093308,2,NA
9/27/16 15:00,9/27/16 15:21,28,2,9,2,4,2,1,NA,1,1,1,5,3955,1,1,1,5,1,1,2,1,1,2,1,1,1,2,2,7,2,NA,2,6,3,1,2.124,15.865,17.08,6,1,5,13,2.13,6.15,7.56,3,10,2,5,3,2.196,7.186,8.296,3,NA,NA,NA,NA,2,NA,1,1,1,1,2,1,1.39,1.39,2.357,1,1,1,2,NA,NA,1.505,12,Danish,NA,NA,NA,NA,,NA,,0.582946339,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,0.582946339,1,NA
9/27/16 14:58,9/27/16 15:22,43,1,9,2,4,1,2,NA,1,1,1,18,1867,2,2,4,2,2,1,1,1,1,2,1,1,2,7,2,6,2,NA,2,4,NA,1,2.104,13.895,15.347,5,2,1,9,2.699,9.955,12.814,3,2,2,3,2,1.931,16.66,17.695,4,NA,NA,NA,NA,1,1,3,2,1,1,NA,2,2.403,2.843,3.74,2,6,2,2,NA,NA,3.089,5,,NA,NA,NA,NA,,NA,,0.884737766,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,0.884737766,2,NA
9/27/16 14:37,9/27/16 15:22,31,2,7,2,3,2,1,NA,1,1,1,10,1609,2,1,2,3,1,1,1,1,2,2,1,4,1,87,2,20,2,NA,2,5,NA,1,2.351,18.618,33.781,8,1,4,9,3.277,14.719,17.34,4,1,1,1,2,1.917,15.824,17.781,5,NA,NA,NA,NA,2,NA,2,1,1,1,8,1,4.064,4.064,6.458,1,5,2,1,NA,NA,3.976,4,,NA,NA,NA,NA,,NA,,1.568041215,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.568041215,1,NA
9/27/16 14:31,9/27/16 15:22,37,2,5,2,4,1,1,NA,1,1,1,10,1598,2,2,4,2,2,1,2,1,1,3,1,4,2,2,1,7,2,NA,1,3,NA,3,3.719,18.073,19.883,5,1,4,4,3.157,12.696,15.483,3,11,2,2,2,19.051,42.77,43.777,6,NA,NA,NA,NA,2,NA,2,1,1,2,8,2,7.358,7.358,8.46,1,7,2,1,NA,NA,7.666,1,,NA,NA,NA,NA,,NA,,0.736491587,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.736491587,2,NA
9/27/16 15:02,9/27/16 15:22,34,2,7,2,4,3,NA,1,1,1,1,5,3811,2,2,4,2,3,NA,1,1,2,2,1,4,2,2,2,8,2,NA,4,3,NA,1,2.375,21.612,23.124,4,1,6,9,3.811,12.286,14.433,3,12,2,6,4,6.76,18.648,19.763,3,NA,NA,NA,NA,2,NA,2,1,1,2,7,3,4.1,4.1,5.189,1,1,2,2,NA,NA,3.302,5,,NA,NA,NA,NA,,NA,,1.388280974,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1.388280974,1,NA
9/27/16 14:53,9/27/16 15:22,29,1,6,2,4,3,NA,3,1,1,1,3,3497,2,1,2,3,3,NA,2,1,1,2,1,6,2,82,1,7,2,NA,2,5,NA,1,11.179,28.966,31.035,6,1,7,9,3.808,16.294,20.015,3,11,2,1,1,9.508,21.539,22.848,4,NA,NA,NA,NA,2,NA,2,3,2,2,7,2,3.785,3.785,7.058,1,5,2,2,NA,NA,4.539,3,,NA,NA,NA,NA,,NA,,0.840919958,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.840919958,2,NA
9/27/16 15:01,9/27/16 15:22,27,2,6,2,4,1,1,NA,1,1,1,15,2124,2,2,4,1,2,1,1,1,2,4,1,6,2,2,1,6,2,NA,1,2,NA,4,2.756,8.833,10.231,4,3,2,15,2.297,7.301,9.325,4,1,2,5,2,4.348,14.064,15.21,4,NA,NA,NA,NA,2,NA,3,3,1,3,8,2,10.407,10.407,11.561,1,7,2,1,NA,NA,3.534,8,,NA,NA,NA,NA,,NA,,0.538151202,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,0.538151202,2,NA
9/27/16 14:57,9/27/16 15:22,45,1,5,2,4,4,NA,1,1,1,1,39,487,1,1,1,4,1,1,2,1,1,5,1,4,2,2,2,6,2,NA,1,2,NA,3,2.684,16.084,17.68,4,2,4,4,5.05,13.827,16.463,3,1,2,2,3,4.441,27.494,28.769,4,NA,NA,NA,NA,2,NA,3,1,2,2,3,3,7.004,7.004,8.496,1,4,3,2,NA,NA,7.189,1,,NA,NA,NA,NA,,NA,,0.789354793,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.789354793,1,NA
9/27/16 14:44,9/27/16 15:23,38,1,5,2,4,1,1,NA,1,1,1,36,2037,2,2,3,2,2,2,2,1,1,2,1,6,1,6,2,8,2,NA,2,2,NA,4,4.409,39.951,41.69,4,2,4,13,4.825,13.068,15.351,3,2,2,3,1,3.235,30.393,32.254,4,NA,NA,NA,NA,1,2,3,8,NA,NA,NA,2,12.137,12.137,13.27,1,4,3,1,NA,NA,23.081,2,,NA,NA,NA,NA,,NA,,0.952611519,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,0.952611519,2,NA
9/27/16 14:46,9/27/16 15:23,21,2,6,2,4,3,NA,3,1,1,1,33,255,2,2,3,3,3,NA,2,1,1,3,1,1,2,2,2,6,2,NA,2,3,NA,4,3.676,16.043,16.885,6,1,4,NA,19.375,23.142,24.38,2,12,2,6,3,3.587,15.819,16.836,4,NA,NA,NA,NA,2,NA,3,4,NA,NA,NA,2,3.084,3.859,4.894,2,2,2,2,NA,NA,12.145,5,,NA,NA,NA,NA,,NA,,0.445923887,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,0.445923887,3,2
9/27/16 15:01,9/27/16 15:23,46,2,5,2,3,2,1,NA,1,1,1,26,2723,1,1,1,2,1,1,1,1,2,3,1,5,2,2,1,6,2,NA,1,1,NA,3,2.666,11.111,12.781,4,1,6,4,3.236,10.951,13.514,3,1,1,4,2,3.116,14.702,16.149,4,NA,NA,NA,NA,2,NA,1,6,NA,NA,NA,1,11.138,11.138,12.525,1,4,3,2,NA,NA,3.99,4,,NA,NA,NA,NA,,NA,,1.281917613,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.281917613,1,NA
9/27/16 15:04,9/27/16 15:24,30,2,3,2,4,3,NA,3,1,1,1,10,1490,2,2,4,1,2,1,2,1,1,2,2,NA,2,7,1,5,2,NA,4,4,NA,4,2.519,17.399,18.384,4,1,2,9,4.718,10.013,12.098,3,11,2,6,3,8.732,30.475,31.913,4,NA,NA,NA,NA,2,NA,2,3,2,3,8,2,3.931,3.931,4.87,1,8,3,2,NA,NA,8.524,1,,NA,NA,NA,NA,,NA,,1.706956262,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.706956262,3,2
9/27/16 14:55,9/27/16 15:24,41,2,9,2,4,2,1,NA,1,1,1,38,4047,1,1,1,7,1,1,2,1,1,3,1,1,1,2,2,6,2,NA,3,3,NA,1,2.548,37.934,39.468,4,1,5,9,7.497,14.607,17.741,3,12,2,6,4,17.391,29.374,34.069,3,NA,NA,NA,NA,2,NA,2,8,NA,NA,NA,1,4.546,4.546,5.862,1,2,1,2,NA,NA,5.525,4,,NA,NA,NA,NA,,NA,,1.054092565,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1.054092565,1,NA
9/27/16 15:09,9/27/16 15:24,62,2,7,2,4,2,1,NA,1,1,1,39,591,1,2,1,4,1,1,1,1,3,3,1,5,1,87,2,6,2,NA,2,6,1,1,2.144,11.288,12.423,5,1,7,6,1.849,7.713,10.801,4,5,2,4,1,2.074,6.538,7.792,3,NA,NA,NA,NA,2,NA,1,6,NA,NA,NA,1,1.394,1.394,2.496,1,3,1,2,NA,NA,3.092,12,lithuanian,NA,NA,NA,NA,,NA,,1.244912898,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1.244912898,1,NA
9/27/16 14:59,9/27/16 15:24,41,2,8,2,4,3,NA,2,1,1,1,44,3118,2,1,4,2,2,1,1,1,2,2,1,1,1,2,2,6,2,NA,4,5,NA,1,3.437,19.169,20.516,4,1,5,4,7.202,21.027,24.423,3,1,1,1,1,2.853,20.335,21.336,4,NA,NA,NA,NA,2,NA,3,3,1,3,8,1,3.862,3.862,5.156,1,4,3,1,NA,NA,7.989,2,,NA,NA,NA,NA,,NA,,0.903760223,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.903760223,3,2
9/27/16 15:06,9/27/16 15:25,37,1,4,2,4,1,1,NA,1,1,1,18,1880,2,2,4,2,2,1,2,1,1,2,1,1,2,8,1,6,2,NA,2,4,NA,2,2.378,12.455,13.522,4,1,3,6,2.36,7.76,9.667,3,2,1,4,2,1.883,13.61,14.661,4,NA,NA,NA,NA,2,NA,2,1,1,2,6,2,2.269,2.269,3.247,1,6,2,1,NA,NA,4.402,2,,NA,NA,NA,NA,,NA,,0.72098982,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.72098982,2,NA
9/27/16 14:58,9/27/16 15:25,25,1,7,1,5,2,1,NA,1,1,1,33,227,2,2,2,2,3,NA,1,2,NA,2,1,1,1,2,2,6,1,1,1,4,NA,1,5.477,31.725,35.609,5,2,7,13,3.138,22.774,29.888,3,11,1,2,1,17.672,46.918,49.702,4,NA,NA,NA,NA,2,NA,1,1,1,1,7,2,4.247,4.247,7.128,1,5,2,2,NA,NA,5.864,NA,,NA,1,NA,NA,,2,,0.619552704,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,0.619552704,1,NA
9/27/16 14:45,9/27/16 15:26,20,1,5,2,4,2,2,NA,1,1,1,5,3970,1,1,1,1,1,1,1,1,1,2,2,NA,2,76,2,6,2,NA,2,2,NA,1,127.509,131.476,132.723,4,2,1,15,1.604,4.995,7.317,4,2,1,1,1,38.429,43.782,44.63,4,NA,NA,NA,NA,1,1,1,1,1,1,2,2,57.667,58.713,59.943,2,1,1,1,NA,NA,149.41,3,,NA,NA,NA,NA,,NA,,0.465055183,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.465055183,1,NA
9/27/16 15:03,9/27/16 15:26,52,1,7,2,4,1,1,NA,1,1,1,39,560,2,2,4,1,3,NA,2,1,1,3,1,5,1,2,1,6,2,NA,2,6,1,1,2.436,17.284,19.295,5,1,7,6,4.737,18.488,20.508,4,2,2,4,3,3,16.201,17.45,4,NA,NA,NA,NA,2,NA,2,1,1,2,8,1,4.511,4.511,6.024,1,4,3,2,NA,NA,5.81,5,,NA,NA,NA,NA,,NA,,1.218709816,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1.218709816,2,NA
9/27/16 15:04,9/27/16 15:27,28,1,6,2,4,1,2,NA,1,1,1,41,1128,2,2,4,3,2,2,1,1,2,3,1,1,1,51,1,6,2,NA,2,4,NA,1,5.054,27.969,29.554,4,1,5,13,3.867,12.974,16.214,3,1,2,3,2,7.075,26.719,28.011,6,NA,NA,NA,NA,2,NA,2,1,1,2,1,2,6.828,29.599,31.098,6,6,1,2,NA,NA,3.894,3,,NA,NA,NA,NA,,NA,,0.398730045,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.398730045,2,NA
9/27/16 14:53,9/27/16 15:27,65,1,7,2,4,4,NA,3,1,1,1,39,470,2,2,4,2,2,1,1,1,2,1,1,5,2,2,2,10,2,NA,2,3,NA,2,3.91,22.381,26.291,4,1,7,6,7.066,20.796,26.646,3,1,2,4,2,5.41,31.63,34.75,4,NA,NA,NA,NA,2,NA,1,1,1,1,8,1,7.365,7.365,9.517,1,5,3,1,NA,NA,18.229,1,,NA,NA,NA,NA,,NA,,1.218709816,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.218709816,2,NA
9/27/16 14:54,9/27/16 15:27,42,1,6,2,4,1,1,NA,1,1,1,36,2015,2,2,4,3,2,1,1,1,1,3,1,1,2,65,1,6,2,NA,2,4,NA,1,2.232,16.887,19.981,4,1,5,NA,9.41,15.511,19.561,2,1,2,5,4,5.035,22.035,22.687,4,NA,NA,NA,NA,1,2,2,1,1,1,4,1,9.966,9.966,11.604,1,6,5,2,NA,NA,8.129,3,,NA,NA,NA,NA,,NA,,0.952611519,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.952611519,2,NA
9/27/16 15:09,9/27/16 15:27,26,1,9,2,5,3,NA,2,1,1,1,19,2931,2,2,3,2,1,2,2,1,1,2,1,4,1,2,2,6,1,1,6,5,NA,2,1.7,17.116,18.212,6,1,4,17,2.681,10.771,14.077,3,6,2,3,1,2.019,9.354,10.443,3,NA,NA,NA,NA,2,NA,1,2,1,1,NA,2,8.289,8.289,9.567,1,6,3,2,NA,NA,2.602,12,Syrian,NA,NA,NA,NA,,NA,,0.376880573,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,0.376880573,2,NA
9/27/16 15:05,9/27/16 15:27,20,1,8,2,4,4,NA,1,1,1,1,47,662,2,2,2,1,1,1,2,1,3,2,1,4,2,5,1,9,2,NA,2,5,NA,1,1.612,8.279,9.122,5,1,3,13,3.567,33.134,34.923,8,2,2,4,2,1.788,12.676,13.335,5,NA,NA,NA,NA,2,NA,1,3,2,1,1,2,1.294,4.275,5.513,3,3,2,2,NA,NA,2.081,4,,NA,NA,NA,NA,,NA,,0.489287809,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.489287809,1,NA
9/27/16 15:13,9/27/16 15:29,83,1,9,1,1,1,1,NA,1,1,1,22,540,2,2,4,3,2,1,1,1,1,3,1,1,2,65,2,6,1,2,6,6,1,2,3.311,25.059,26.119,6,2,4,4,0.372,8.031,10.456,4,9,2,5,3,4.287,11.519,12.587,4,NA,NA,NA,NA,2,NA,2,1,1,1,5,2,2.346,2.346,3.061,1,5,1,1,NA,NA,0.341,NA,,NA,NA,NA,1,White,2,,0.812594372,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,0.812594372,2,NA
9/27/16 14:33,9/27/16 15:30,50,1,5,2,4,3,NA,2,1,1,1,47,818,2,1,4,2,2,1,1,1,2,3,1,7,1,2,1,7,2,NA,2,4,NA,2,3.008,22.005,23.573,4,1,6,6,7.911,26.129,29.71,3,2,2,6,2,3.055,46.666,48.362,4,NA,NA,NA,NA,1,1,1,2,2,2,NA,2,11.404,11.404,12.482,1,1,2,1,NA,NA,10.498,5,,NA,NA,NA,NA,,NA,,0.688768277,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,0.688768277,2,NA
9/27/16 15:01,9/27/16 15:30,35,1,6,2,4,3,NA,2,1,1,1,44,3058,2,1,4,2,2,1,2,1,1,3,1,1,1,36,1,7,2,NA,1,2,NA,2,3.148,19.788,22.283,4,2,1,4,7.358,18.358,19.189,4,2,2,6,3,3.824,21.832,23.038,4,NA,NA,NA,NA,2,NA,2,1,1,1,4,2,10.479,10.479,11.413,1,4,3,1,NA,NA,8.557,1,,NA,NA,NA,NA,,NA,,0.72098982,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.72098982,3,2
9/27/16 14:58,9/27/16 15:33,29,1,3,2,3,2,2,NA,1,1,1,15,2107,2,2,2,1,1,1,2,1,1,2,1,6,2,2,2,9,2,NA,2,2,NA,3,1.951,45.527,47.426,4,2,4,6,2.151,13.654,16.119,3,11,2,2,1,3.625,10.965,74.373,4,NA,NA,NA,NA,2,NA,1,7,NA,NA,NA,3,2.071,2.071,2.862,1,2,3,2,NA,NA,2.558,NA,,NA,NA,NA,NA,,NA,,2.908546828,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2.908546828,1,NA
9/27/16 15:13,9/27/16 15:33,50,1,5,2,4,1,1,NA,1,1,1,50,2378,2,1,4,2,2,1,2,1,1,4,1,6,1,NA,1,6,2,NA,6,2,NA,3,2.626,14.77,16.524,5,1,7,8,2.703,9.893,16.551,3,2,2,4,2,2.168,14.895,16.367,4,NA,NA,NA,NA,2,NA,1,6,NA,NA,NA,1,2.202,2.202,3.891,1,7,1,1,NA,NA,2.378,1,,NA,NA,NA,NA,,NA,,0.910038639,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.910038639,2,NA
9/27/16 15:06,9/27/16 15:33,50,1,7,2,4,1,1,NA,1,1,1,39,404,2,2,4,4,3,NA,1,1,2,3,1,5,1,2,2,6,2,NA,5,2,NA,3,2.668,13.972,15.271,4,1,7,4,3.489,9.992,12.755,3,1,2,3,2,7.652,26.196,27.312,4,NA,NA,NA,NA,2,NA,2,6,NA,NA,NA,2,6.879,8.607,9.873,2,7,3,2,NA,NA,9.476,1,,NA,NA,NA,NA,,NA,,1.218709816,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.218709816,2,NA
9/27/16 15:16,9/27/16 15:34,56,1,5,2,4,1,1,NA,1,1,1,5,4026,2,2,4,2,2,1,1,2,NA,3,1,5,2,2,2,6,2,NA,2,1,NA,3,2.647,12.552,13.658,4,1,6,6,4.334,8.281,12.521,3,1,1,4,2,2.977,12.842,15.533,4,NA,NA,NA,NA,2,NA,1,6,NA,NA,NA,2,2.822,2.822,4.039,1,7,3,1,NA,NA,3.432,3,,NA,NA,NA,NA,,NA,,0.803338653,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.803338653,2,NA
9/27/16 15:07,9/27/16 15:36,54,1,9,2,4,1,1,NA,1,1,1,34,946,2,1,4,2,2,1,2,1,1,3,1,1,1,2,2,6,2,NA,2,3,NA,2,2.649,19.502,20.84,4,2,3,6,3.696,10.594,22.425,3,1,2,4,2,5.768,19.901,22.084,4,NA,NA,NA,NA,2,NA,2,6,NA,NA,NA,1,5.532,5.532,7.14,1,5,3,2,NA,NA,10.714,3,,NA,NA,NA,NA,,NA,,0.845198212,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.845198212,2,NA
9/27/16 15:15,9/27/16 15:36,32,1,5,1,4,3,NA,1,1,1,1,10,1320,2,2,5,1,2,1,1,1,2,3,2,NA,2,50,2,5,2,NA,2,4,NA,2,1.873,16.409,17.508,4,2,3,9,1.611,7.083,9.213,3,10,2,6,4,3.384,17.008,18.467,5,NA,NA,NA,NA,1,1,2,1,1,2,8,1,4.791,7.879,8.786,2,7,5,2,NA,NA,6.653,NA,,NA,NA,NA,1,white,1,,0.821981227,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,0.821981227,1,NA
