V8,V9,demAgeFull,demGender,demEduFull,demHisp,demRace,demPidNoLn,demPidLean,demPidClos,demCitizen,demRVoter,demRVoter2,demState,demZIP,nr1,nr1a,nr2,nr3,v16g5,v16g5a,demLL1,demCell,demCellP,demOwnHeal,demInsured,demInsType,demFluShot,demBinge,demSmoke,timQ45_4,demUnion,demUnionPP,demMarital,demInc,demInc2,invest,timQ51_1,timQ51_2,timQ51_3,timQ51_4,demOwn,demMove,demHHsize,timQ55_1,timQ55_2,timQ55_3,timQ55_4,demRelig,demEvang,demAttend,demReligImp,timQ62_1,timQ62_2,timQ62_3,timQ62_4,timQ64_1,timQ64_2,timQ64_3,timQ64_4,demMilHH1,demMilHH2,demUsr,demEmploy,Q156,demSmallb,industry,demCollar,timQ438_1,timQ438_2,timQ438_3,timQ438_4,demPolIdeo,Q450,demTea,Q689,Q95,timQ694_1,BF2,BF2_TEXT,BF3_4,BF3_5,BF3_6,BF3_7,BF3_7_TEXT,BF4,BF4_TEXT,wts,BF1_4NET,BF1_5NET,BF1_6NET,BF1_7NET,BF1_8NET,BF1_9NET,BF1_10NET,BF1_11NET,BF1_12NET,BF1_13NET,BF1_14NET,BF1_15NET,BF1_15_TEXTNET,BF3_4NET,BF3_5NET,BF3_6NET,BF3_7NET,BF3_7_TEXTNET,wts.1,v16g18,v16g18_ln
9/23/16 13:49,9/23/16 14:02,13,1,9,1,4,2,1,NA,1,1,1,5,3662,1,1,1,5,2,1,1,1,3,1,1,1,1,8,1,7,1,2,2,6,4,1,2.621,17.344,19.234,7,1,1,17,3.135,12.991,18.198,3,2,1,1,1,15.091,25.155,27.348,4,NA,NA,NA,NA,1,1,3,1,1,1,7,1,3.08,3.08,3.925,1,1,1,1,NA,NA,1.867,NA,,NA,NA,NA,NA,,NA,,0.956204478,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.956204478,1,NA
9/23/16 13:32,9/23/16 14:03,14,2,8,2,4,1,2,NA,1,1,2,23,2219,2,2,3,6,2,1,1,1,1,1,1,1,2,2,2,7,2,NA,6,4,NA,2,16.747,44.746,45.995,5,3,1,13,14.411,20.024,23.636,3,2,2,5,3,15.391,32.352,32.816,7,NA,NA,NA,NA,2,NA,2,1,1,2,8,2,4.722,4.722,5.046,1,5,3,2,NA,NA,3.221,NA,,NA,NA,NA,NA,,NA,,0.757296247,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.757296247,2,NA
9/23/16 13:04,9/23/16 14:03,6,2,6,2,4,1,2,NA,1,1,1,6,3326,2,1,3,1,3,NA,2,1,1,3,2,NA,1,37,1,21,2,NA,4,3,NA,2,3.016,18.288,23.059,22,2,2,13,5.573,14.633,16.521,14,10,2,5,3,5.64,19.148,20.852,18,NA,NA,NA,NA,2,NA,2,1,1,1,3,1,7.946,7.946,9.861,1,6,3,1,NA,NA,3.371,NA,,NA,NA,NA,NA,,NA,,0.828547648,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.828547648,2,NA
9/23/16 13:32,9/23/16 14:05,29,2,7,1,1,1,2,NA,1,1,1,3,3487,2,2,3,3,1,2,2,1,1,1,1,1,2,50,2,6,2,NA,6,5,NA,2,2.932,23.932,25.809,6,1,5,6,3.434,12.934,17.107,3,11,1,3,2,12.767,30.34,32.157,5,NA,NA,NA,NA,2,NA,1,3,2,3,8,2,4.845,4.845,6.732,1,4,2,2,NA,NA,6.094,NA,,NA,NA,NA,NA,,NA,,0.746634694,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.746634694,1,NA
9/23/16 13:31,9/23/16 14:05,21,2,6,2,4,3,NA,3,1,1,1,39,554,2,2,4,2,2,1,2,1,1,3,2,NA,2,2,1,5,2,NA,6,3,NA,3,4.2,18.539,20.389,4,2,4,6,4.541,14.578,17.506,3,11,1,5,3,12.13,31.27,32.751,5,NA,NA,NA,NA,2,NA,3,7,NA,NA,NA,2,5.566,5.566,7.288,1,5,4,2,NA,NA,9.433,NA,,NA,NA,NA,NA,,NA,,0.559525267,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.559525267,2,NA
9/23/16 13:39,9/23/16 14:06,15,1,3,2,4,4,NA,3,1,1,1,50,2387,2,1,4,3,2,3,2,1,1,2,1,1,1,50,1,6,2,NA,1,6,1,2,2.964,25.443,28.053,5,1,3,9,4.161,11.939,14.888,3,12,2,5,4,5.331,16.241,19.248,3,NA,NA,NA,NA,2,NA,3,1,1,2,1,2,4.685,13.047,16.27,3,8,3,2,NA,NA,9.487,NA,,NA,NA,NA,NA,,NA,,1.836593681,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.836593681,2,NA
9/23/16 13:04,9/23/16 14:06,9,2,8,2,4,2,2,NA,1,1,1,38,4083,1,1,2,8,1,2,2,1,1,1,1,1,2,47,2,6,1,2,6,2,NA,3,2.836,16.739,17.921,6,2,2,6,3.247,11.835,14.862,3,9,2,5,4,14.599,25.219,26.7,3,NA,NA,NA,NA,1,2,2,5,NA,NA,NA,2,36.045,36.045,37.102,1,1,1,2,NA,NA,4.981,NA,,NA,NA,NA,NA,,NA,,0.858293266,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.858293266,1,NA
9/23/16 13:32,9/23/16 14:08,19,1,7,2,4,1,1,NA,1,1,1,33,154,1,1,2,2,2,1,1,2,NA,2,1,4,1,2,1,8,2,NA,2,6,1,1,6.749,27.246,29.099,7,1,4,15,13.301,19.924,23.257,3,1,1,2,2,3.744,12.648,13.818,4,NA,NA,NA,NA,2,NA,1,3,1,1,1,1,17.194,23.313,24.543,3,4,1,1,NA,NA,41.316,NA,,NA,NA,NA,NA,,NA,,0.816383941,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.816383941,2,NA
9/23/16 13:32,9/23/16 14:09,9,2,4,1,4,2,2,NA,1,1,1,14,2573,2,2,2,1,1,1,2,1,1,3,1,6,2,4,1,6,2,NA,2,4,NA,3,2.382,17.148,18.419,5,1,3,15,2.812,8.183,10.399,3,2,2,3,1,4.501,21.8,22.63,4,NA,NA,NA,NA,2,NA,2,1,1,2,4,2,37.306,37.306,38.185,1,2,3,2,NA,NA,7.031,NA,,NA,NA,NA,NA,,NA,,0.731259512,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.731259512,1,NA
9/23/16 13:34,9/23/16 14:10,39,2,5,2,4,3,NA,1,1,1,1,44,3126,2,2,4,1,2,1,2,1,1,4,1,1,1,2,1,6,2,NA,4,1,NA,3,81.859,92.39,95.203,4,2,5,4,17.094,26.125,28.329,3,1,1,2,1,8.328,24.172,25.859,4,NA,NA,NA,NA,2,NA,2,1,1,1,8,2,6.656,6.656,8.25,1,5,2,2,NA,NA,4.11,NA,,NA,NA,NA,NA,,NA,,0.724083462,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.724083462,3,2
9/23/16 13:57,9/23/16 14:11,16,2,5,1,5,4,NA,1,1,1,1,32,3613,2,2,4,2,1,2,2,1,2,2,1,1,1,NA,1,5,2,NA,1,1,NA,1,2.069,12.164,15.397,4,2,3,NA,1.319,3.876,6.31,2,1,1,3,1,1.717,8.203,9.653,4,NA,NA,NA,NA,1,NA,3,5,NA,NA,NA,2,1.074,1.074,2.428,1,7,1,2,NA,NA,1.138,NA,,NA,NA,NA,NA,,NA,,0.488241616,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.488241616,3,2
9/23/16 13:33,9/23/16 14:12,48,1,5,2,4,1,1,NA,1,1,1,11,1239,2,1,4,3,2,1,1,1,3,3,1,4,1,2,1,7,2,NA,2,5,NA,1,5.287,23.413,26.701,6,1,5,6,4.518,15.028,18.648,3,1,1,2,1,2.438,17.157,19.059,5,NA,NA,NA,NA,1,1,2,1,1,2,8,1,2.75,2.75,4.285,1,6,1,1,NA,NA,8.175,NA,,NA,NA,NA,NA,,NA,,0.806454289,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.806454289,2,NA
9/23/16 13:35,9/23/16 14:12,5,2,5,2,3,2,1,NA,1,1,1,11,1159,2,2,1,1,1,1,1,1,1,1,1,6,1,51,1,1,2,NA,1,1,NA,3,1.93,18.998,19.857,4,1,4,17,3.161,18.97,24.545,3,11,2,6,3,8.633,29.296,33.895,4,NA,NA,NA,NA,1,2,2,7,NA,NA,NA,3,7,7,8.833,1,7,4,2,NA,NA,22.922,NA,,NA,NA,NA,NA,,NA,,0.95800113,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.95800113,1,NA
9/23/16 13:48,9/23/16 14:12,6,1,6,1,4,3,NA,2,1,1,1,5,3966,1,1,2,4,1,2,1,1,2,2,2,NA,1,50,1,7,1,2,4,2,NA,1,6.571,11.916,12.653,6,2,3,9,28.142,31.118,31.876,4,4,2,3,1,2.33,6.361,7.259,4,NA,NA,NA,NA,1,2,2,2,1,2,NA,1,0.583,0.975,1.598,2,1,1,1,NA,NA,0.956,NA,,NA,NA,NA,NA,,NA,,0.923065579,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.923065579,1,NA
9/23/16 13:24,9/23/16 14:13,30,1,7,1,4,2,1,NA,1,1,1,10,1448,1,1,1,1,1,1,1,1,2,1,1,1,2,51,2,6,1,2,2,3,NA,3,4.611,21.629,22.494,5,1,5,13,4.844,12.941,14.161,3,2,2,2,2,4.941,23.394,24.326,4,NA,NA,NA,NA,2,NA,2,1,1,1,8,2,8.131,8.131,9.099,1,2,3,2,NA,NA,7.056,NA,,NA,NA,NA,NA,,NA,,1.05678665,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.05678665,1,NA
9/23/16 13:27,9/23/16 14:14,50,1,3,2,4,3,NA,3,1,1,1,23,2193,1,2,1,4,1,2,1,1,2,3,1,1,1,2,2,6,1,2,2,3,NA,1,3.88,47.443,50.388,6,1,7,6,4.833,20.727,29.299,3,11,2,6,3,19.116,50.614,51.925,4,NA,NA,NA,NA,2,NA,2,6,NA,NA,NA,2,3.985,3.985,5.005,1,3,3,2,NA,NA,11.13,NA,,NA,NA,NA,NA,,NA,,1.881775073,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.881775073,1,NA
9/23/16 13:21,9/23/16 14:14,53,2,3,2,4,1,2,NA,1,1,1,16,2335,2,1,4,4,2,1,2,1,1,3,1,5,1,2,1,8,2,NA,4,1,NA,3,6.315,25.495,28.644,6,2,4,4,9.389,9.389,21.494,1,12,2,5,3,14.514,31.674,33.78,3,NA,NA,NA,NA,2,NA,3,6,NA,NA,NA,2,2.766,15.059,19.491,2,4,4,2,NA,NA,16.534,NA,,NA,NA,NA,NA,,NA,,1.689571533,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.689571533,2,NA
9/23/16 13:51,9/23/16 14:14,51,1,9,2,4,1,2,NA,1,1,1,18,1884,2,1,4,2,2,1,1,1,1,2,1,5,1,2,2,8,2,NA,2,5,NA,2,3.293,13.331,14.876,4,1,7,6,2.659,10.223,12.88,3,1,2,3,3,3.286,18.424,20.016,4,NA,NA,NA,NA,1,1,2,6,NA,NA,NA,1,2.132,2.132,4.079,1,4,2,2,NA,NA,4.595,NA,,NA,NA,NA,NA,,NA,,0.733268196,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.733268196,2,NA
9/23/16 12:59,9/23/16 14:16,14,2,7,2,4,2,2,NA,1,1,1,15,2131,1,2,2,5,1,1,2,1,1,3,1,1,2,91,2,8,2,NA,2,1,NA,3,2.827,16.187,17.748,4,2,3,6,3.666,12.941,15.943,3,9,2,6,4,3.919,16.365,17.034,4,NA,NA,NA,NA,2,NA,2,7,NA,NA,NA,2,1.517,11.765,13.571,2,2,1,2,NA,NA,3.188,NA,,NA,NA,NA,NA,,NA,,0.9577038,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.9577038,1,NA
9/23/16 13:40,9/23/16 14:16,73,2,9,2,4,2,1,NA,1,1,1,48,4124,1,1,2,1,1,1,1,1,3,2,1,5,2,2,2,8,2,NA,5,3,NA,1,3.947,29.115,30.368,6,2,4,4,9.872,26.216,27.318,5,5,2,5,3,5.207,22.574,24.267,5,NA,NA,NA,NA,2,NA,3,6,NA,NA,NA,1,6.53,6.53,8.149,1,2,2,2,NA,NA,7.707,NA,,NA,NA,NA,NA,,NA,,0.879407835,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.879407835,1,NA
9/23/16 14:00,9/23/16 14:17,15,1,7,2,4,2,2,NA,1,1,1,36,1915,2,2,1,1,1,1,2,1,1,2,1,1,2,7,2,6,2,NA,1,3,NA,2,1.532,9.182,10.13,5,2,2,4,1.383,5.917,7.467,3,10,2,6,4,2.276,8.958,9.382,5,NA,NA,NA,NA,2,NA,1,1,1,1,1,3,2.21,11.65,12.35,3,3,2,2,NA,NA,2.991,NA,,NA,NA,NA,NA,,NA,,1.066650984,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.066650984,1,NA
9/23/16 13:44,9/23/16 14:18,33,2,3,2,4,1,1,NA,1,1,1,19,2881,2,2,4,1,2,1,1,1,1,3,1,1,2,2,1,1,2,NA,2,6,1,1,11.148,42.043,43.532,5,1,5,15,3.976,23.417,26.022,3,2,2,2,2,4.069,19.317,20.183,5,NA,NA,NA,NA,2,NA,2,1,1,2,8,2,4.965,4.965,5.804,1,6,2,1,NA,NA,6.446,NA,,NA,NA,NA,NA,,NA,,1.633288852,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.633288852,2,NA
9/23/16 13:37,9/23/16 14:18,45,1,7,2,4,1,1,NA,1,1,1,37,3005,2,1,4,2,2,1,2,1,1,1,1,4,1,2,2,10,2,NA,4,5,NA,3,3.943,33.047,34.959,6,1,2,13,8.499,24.219,27.715,5,1,2,2,1,4.379,43.736,45.855,6,NA,NA,NA,NA,1,1,2,6,NA,NA,NA,2,12.235,15.854,17.966,2,6,3,2,NA,NA,12.699,NA,,NA,NA,NA,NA,,NA,,1.056485104,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.056485104,2,NA
9/23/16 13:47,9/23/16 14:18,27,1,5,1,4,3,NA,2,1,1,1,22,NA,2,1,3,1,2,2,2,1,1,2,1,1,2,52,1,6,2,NA,6,6,1,1,2.114,20.162,22.727,5,2,3,13,3.122,10.419,14.938,3,2,2,2,1,2.92,11.565,13.648,4,NA,NA,NA,NA,1,1,2,1,1,2,8,2,4.143,4.143,7.773,1,5,1,1,NA,NA,37.773,NA,,NA,NA,NA,NA,,NA,,0.623354029,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.623354029,2,NA
9/23/16 14:00,9/23/16 14:19,7,2,9,2,4,2,1,NA,1,1,1,6,3345,1,1,1,5,1,1,2,1,1,2,1,3,2,7,2,10,2,NA,6,1,NA,3,1.776,10.009,11.677,7,1,1,6,2.195,7.099,9.376,3,12,2,4,2,4.87,12.365,13.476,3,NA,NA,NA,NA,1,2,3,1,1,1,2,1,2.195,4.675,6.336,5,1,2,2,NA,NA,2.364,NA,,NA,NA,NA,NA,,NA,,0.858293266,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.858293266,1,NA
9/23/16 13:47,9/23/16 14:20,32,2,6,2,3,2,2,NA,1,1,1,10,1531,2,1,2,3,1,2,2,1,1,3,1,1,2,2,1,7,2,NA,6,2,NA,3,3.001,31.088,33.739,6,2,3,6,2.812,8.279,11.73,3,11,2,2,1,21.379,48.422,50.393,5,NA,NA,NA,NA,2,NA,1,1,1,1,8,1,8.788,8.788,9.898,1,5,4,2,NA,NA,10.436,NA,,NA,NA,NA,NA,,NA,,1.118293423,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.118293423,1,NA
9/23/16 13:34,9/23/16 14:21,13,2,6,1,5,2,2,NA,1,1,1,5,3704,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,6,2,NA,1,4,NA,3,2.629,18.751,19.341,4,1,6,9,7.026,15.551,17.405,4,12,2,6,4,10.731,19.068,19.709,3,NA,NA,NA,NA,2,NA,2,1,1,2,8,3,2.858,2.858,3.561,1,1,4,2,NA,NA,2.088,NA,,NA,NA,NA,NA,,NA,,0.488241616,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.488241616,1,NA
9/23/16 13:52,9/23/16 14:21,27,2,7,2,4,1,1,NA,1,1,1,3,3532,2,2,4,2,2,1,1,1,2,3,1,1,2,2,1,8,2,NA,2,3,NA,2,2.258,18.058,18.877,4,2,5,15,4.252,24.001,25.725,6,1,2,2,2,7.546,20.721,21.486,4,NA,NA,NA,NA,2,NA,2,4,NA,NA,NA,2,10.771,10.771,11.461,1,6,1,1,NA,NA,5.283,NA,,NA,NA,NA,NA,,NA,,0.960757146,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.960757146,2,NA
9/23/16 14:00,9/23/16 14:23,10,2,5,2,4,3,NA,3,1,1,1,44,3201,2,2,2,7,1,1,1,1,2,4,1,3,2,50,1,6,2,NA,1,1,NA,3,1.792,11.143,12.174,4,2,1,4,3.427,9.446,13.005,3,9,2,6,4,7.548,15.345,16.662,3,NA,NA,NA,NA,2,NA,2,1,1,1,3,1,11.346,11.829,12.366,2,4,5,2,NA,NA,4.854,NA,,NA,NA,NA,NA,,NA,,0.620295854,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.620295854,3,2
9/23/16 14:16,9/23/16 14:24,11,2,5,2,3,2,1,NA,1,1,1,8,646,1,1,1,2,3,NA,1,2,NA,1,2,NA,2,54,2,7,2,NA,3,3,NA,3,1.187,3.603,4.336,4,1,4,11,1.246,4.461,4.834,5,3,2,3,3,1.021,3.565,4.05,4,NA,NA,NA,NA,2,NA,2,2,1,2,NA,2,1.216,1.216,2.401,1,1,1,1,NA,NA,1.401,NA,,NA,NA,NA,NA,,NA,,0.95800113,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.95800113,3,1
9/23/16 12:59,9/23/16 14:24,33,2,9,2,4,2,1,NA,1,1,1,5,3969,1,1,1,1,1,1,1,1,2,2,1,4,1,50,1,15,2,NA,4,6,1,1,3.986,28.253,29.622,9,1,6,9,5.501,19.628,23.166,8,2,2,2,1,4.301,27.283,28.189,10,NA,NA,NA,NA,2,NA,1,1,1,1,8,3,8.612,22.767,24.562,5,1,1,2,NA,NA,15.664,NA,,NA,NA,NA,NA,,NA,,1.001902487,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.001902487,1,NA
9/23/16 14:00,9/23/16 14:25,17,2,5,2,4,4,NA,3,1,1,1,46,NA,2,1,2,1,3,NA,1,1,2,2,1,6,2,2,2,7,2,NA,2,3,NA,3,3.747,14.198,15.335,4,3,5,17,2.951,8.672,11.384,3,12,2,6,4,4.712,15.684,16.91,3,NA,NA,NA,NA,2,NA,3,1,2,2,4,3,9.548,9.548,10.55,1,8,5,2,NA,NA,5.586,NA,,NA,NA,NA,NA,,NA,,0.632131148,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.632131148,3,2
9/23/16 12:18,9/23/16 14:25,21,2,8,2,4,2,1,NA,1,1,1,5,3858,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,7,2,NA,2,4,NA,2,3.152,29.84,31.28,5,1,1,13,70.675,76.465,80.509,3,10,2,6,4,11.592,19.448,20.075,3,NA,NA,NA,NA,1,2,2,2,1,1,NA,2,34.086,40.781,41.426,3,2,1,2,NA,NA,6.67,NA,,NA,NA,NA,NA,,NA,,0.759710655,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.759710655,1,NA
9/23/16 14:00,9/23/16 14:26,40,2,6,2,4,1,1,NA,1,1,2,16,2349,2,2,4,3,2,1,2,1,1,2,1,1,1,2,1,8,2,NA,2,5,NA,1,2.14,12.942,15.036,5,1,7,6,6.136,10.356,13.39,3,1,2,5,2,2.501,15.675,16.67,4,NA,NA,NA,NA,1,2,3,1,1,2,7,2,4.954,4.954,5.857,1,6,2,1,NA,NA,10.678,NA,,NA,NA,NA,NA,,NA,,0.853369934,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.853369934,2,NA
9/23/16 13:33,9/23/16 14:27,32,2,9,2,3,2,1,NA,1,1,1,14,2635,2,2,1,1,1,1,2,1,1,2,1,1,1,4,2,7,1,1,2,4,NA,3,32.011,60.868,62.068,5,2,4,9,5.368,14.612,16.81,3,11,1,5,2,40.837,104.703,105.926,4,NA,NA,NA,NA,2,NA,1,1,1,1,7,2,9.405,9.405,10.004,1,2,4,2,NA,NA,7.747,NA,,NA,NA,NA,NA,,NA,,1.365283045,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.365283045,1,NA
9/23/16 14:05,9/23/16 14:27,5,1,3,2,4,4,NA,3,1,1,1,5,3988,2,2,4,2,2,1,2,1,3,2,1,3,2,50,1,6,2,NA,1,1,NA,3,2.083,12.474,13.137,4,1,3,20,4.305,12.169,14.958,3,12,2,6,4,6.638,17.041,17.731,4,NA,NA,NA,NA,1,1,3,8,NA,NA,NA,3,4.336,4.336,4.874,1,5,5,1,NA,NA,8.498,NA,,NA,NA,NA,NA,,NA,,2.081531494,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2.081531494,2,NA
9/23/16 14:14,9/23/16 14:27,14,1,5,2,4,1,1,NA,1,1,1,14,2616,1,1,2,5,1,2,1,1,3,2,1,2,1,6,1,12,1,2,2,2,NA,1,3.635,22.633,23.913,7,1,4,6,3.12,9.133,11.361,4,2,1,2,2,3.51,16.305,17.728,6,NA,NA,NA,NA,1,1,2,1,1,1,3,1,1.705,1.705,3.144,1,2,2,1,NA,NA,4.441,NA,,NA,NA,NA,NA,,NA,,0.814214282,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.814214282,2,NA
9/23/16 14:01,9/23/16 14:30,19,1,9,1,4,3,NA,3,1,1,1,10,1604,2,2,4,1,3,NA,1,1,2,3,1,1,1,50,2,6,2,NA,2,6,1,2,2.274,22.373,26.22,5,1,4,13,3.074,9.148,13.137,3,1,1,3,2,9.137,30.777,32.248,4,NA,NA,NA,NA,2,NA,2,2,1,1,NA,2,2.371,2.371,3.439,1,6,2,1,NA,NA,9.897,NA,,NA,NA,NA,NA,,NA,,0.633643049,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.633643049,2,NA
9/23/16 14:11,9/23/16 14:31,12,2,7,2,1,4,NA,3,1,1,1,21,706,1,1,2,3,1,1,1,1,3,2,1,1,1,4,1,6,1,2,1,1,NA,2,1.114,10.834,12.676,5,1,1,3,1.335,5.902,10.989,3,6,2,1,1,4.539,9.495,11.368,3,NA,NA,NA,NA,2,NA,2,1,3,2,7,3,2.816,2.816,3.585,1,2,2,1,NA,NA,2.438,NA,,NA,NA,NA,NA,,NA,,0.478713712,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.478713712,1,NA
9/23/16 14:09,9/23/16 14:31,55,2,7,2,4,3,NA,1,1,1,1,44,3212,2,2,2,4,2,1,1,1,3,2,1,5,2,2,2,8,2,NA,2,6,2,4,2.978,9.883,12.013,4,1,5,6,2.647,14.972,18.469,4,1,2,4,3,2.951,22.649,24.107,7,NA,NA,NA,NA,1,2,1,6,NA,NA,NA,1,2.235,2.235,3.771,1,4,4,2,NA,NA,4.175,NA,,NA,NA,NA,NA,,NA,,0.83260138,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.83260138,1,NA
9/23/16 13:34,9/23/16 14:31,25,2,6,2,4,4,NA,1,1,1,1,14,2707,2,2,5,1,1,1,2,1,1,3,2,NA,2,5,2,5,2,NA,6,3,NA,3,6.154,17.819,19.577,4,1,3,9,6.034,21.755,25.364,3,12,2,5,3,6.364,23.15,24.341,3,NA,NA,NA,NA,2,NA,2,7,NA,NA,NA,2,140.753,140.753,142.091,1,4,4,2,NA,NA,10.493,NA,,NA,NA,NA,NA,,NA,,0.647083164,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.647083164,1,NA
9/23/16 13:58,9/23/16 14:31,27,2,5,2,4,2,1,NA,1,1,1,23,2296,2,1,2,7,1,1,2,1,1,2,1,1,2,2,2,6,2,NA,1,2,NA,2,2.329,16.055,18.57,4,2,3,4,7.395,15.03,17.834,3,11,2,5,3,7.379,21.681,22.589,5,NA,NA,NA,NA,2,NA,1,1,1,1,4,2,5.171,5.171,7.164,1,3,3,2,NA,NA,14.966,NA,,NA,NA,NA,NA,,NA,,0.647083164,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.647083164,1,NA
9/23/16 14:22,9/23/16 14:32,11,1,2,2,4,1,1,NA,1,1,1,31,NA,1,1,2,3,1,2,1,1,1,1,1,2,1,76,2,6,2,NA,2,2,NA,3,2.493,9.58,9.92,7,2,4,6,1.554,4.186,5.901,3,2,2,2,2,2.677,13.101,13.888,8,NA,NA,NA,NA,2,NA,3,4,NA,NA,NA,1,1.174,2.516,3.392,2,2,3,1,NA,NA,3.718,NA,,NA,NA,NA,NA,,NA,,1.588081141,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1.588081141,2,NA
9/23/16 13:57,9/23/16 14:33,16,2,3,2,1,1,2,NA,1,1,2,15,2150,2,1,4,2,2,2,2,1,1,2,1,6,1,50,1,11,2,NA,1,1,NA,3,3.186,16.732,17.57,8,1,4,17,5.14,11.61,13.889,4,12,2,5,3,5.467,17.959,18.986,5,NA,NA,NA,NA,2,NA,3,1,2,1,4,1,24.609,24.609,25.675,1,5,1,1,NA,NA,5.162,NA,,NA,NA,NA,NA,,NA,,0.971438528,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.971438528,2,NA
9/23/16 14:03,9/23/16 14:33,6,2,7,2,5,2,1,NA,1,1,1,23,2297,1,2,2,8,1,1,2,1,1,3,1,3,2,49,2,7,2,NA,1,1,NA,3,4.498,17.68,18.559,4,2,1,NA,6.191,9.899,12.153,2,1,2,4,3,4.445,24.43,25.539,4,NA,NA,NA,NA,2,NA,2,1,1,2,8,2,2.769,2.769,4.151,1,2,3,2,NA,NA,51.168,NA,,NA,NA,NA,NA,,NA,,0.564188951,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.564188951,1,NA
9/23/16 14:14,9/23/16 14:33,2,2,3,1,5,1,1,NA,1,1,1,10,1434,2,2,4,3,2,1,1,1,2,2,1,3,1,6,1,7,2,NA,1,3,NA,1,2.357,15.582,16.5,5,2,3,9,1.901,7.643,9.638,3,12,2,1,1,1.69,17.414,18.279,4,NA,NA,NA,NA,2,NA,3,5,NA,NA,NA,2,2.18,2.18,2.955,1,7,4,1,NA,NA,4.251,NA,,NA,NA,NA,NA,,NA,,0.8244998,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.8244998,2,NA
